Wavelength,Intensity
343.0,31.425925925925924
344.67499999999995,31.61111111111111
346.35,29.648148148148145
348.025,25.953703703703702
349.7,22.5
351.375,19.48148148148148
353.04999999999995,16.25925925925926
354.725,13.25
356.4,10.583333333333334
358.075,9.101851851851853
359.75,7.37962962962963
361.42499999999995,5.685185185185185
363.1,4.453703703703703
364.775,3.5833333333333335
366.45,3.4074074074074074
368.125,3.0092592592592595
369.79999999999995,3.0740740740740744
371.475,2.731481481481482
373.15,3.3333333333333335
374.825,3.361111111111111
376.5,4.055555555555555
378.17499999999995,3.7685185185185186
379.85,4.601851851851851
381.525,4.259259259259259
383.2,6.518518518518518
384.875,6.537037037037036
386.54999999999995,7.138888888888888
388.225,7.231481481481481
389.9,8.546296296296298
391.575,8.611111111111112
393.25,9.351851851851853
394.92499999999995,9.898148148148149
396.6,11.222222222222223
398.275,11.62037037037037
399.95,12.527777777777779
401.625,12.87037037037037
403.29999999999995,14.37037037037037
404.975,14.537037037037038
406.65,16.01851851851852
408.325,16.50925925925926
410.0,17.49074074074074
411.67499999999995,18.00925925925926
413.35,17.63888888888889
415.025,17.824074074074073
416.7,18.435185185185183
418.375,18.87037037037037
420.05,19.055555555555554
421.725,19.157407407407405
423.4,19.47222222222222
425.075,19.962962962962962
426.75,19.712962962962962
428.425,19.25925925925926
430.1,19.62962962962963
431.775,19.712962962962962
433.45,19.49074074074074
435.125,19.12037037037037
436.8,19.462962962962962
438.475,19.287037037037035
440.15,18.157407407407405
441.825,18.296296296296294
443.5,17.194444444444443
445.175,17.26851851851852
446.85,17.407407407407405
448.525,17.38888888888889
450.2,16.675925925925924
451.875,16.574074074074073
453.55,15.694444444444445
455.225,15.935185185185185
456.9,14.722222222222223
458.575,15.027777777777779
460.25,14.648148148148149
461.925,14.796296296296298
463.6,14.00925925925926
465.275,14.018518518518519
466.95,13.814814814814815
468.625,14.787037037037038
470.3,14.916666666666668
471.975,15.333333333333334
473.65,15.342592592592593
475.325,16.055555555555554
477.0,15.555555555555555
478.675,16.287037037037035
480.35,16.36111111111111
482.025,16.694444444444443
483.7,16.814814814814813
