Wavelength,Intensity
393.25,29.513333333333335
394.92499999999995,30.0762962962963
396.6,31.06888888888889
398.275,31.46148148148148
399.95,31.535555555555558
401.625,31.55777777777778
403.29999999999995,31.891111111111112
404.975,32.15037037037037
406.65,32.757777777777775
408.325,32.72814814814814
410.0,31.898518518518518
411.67499999999995,31.82444444444445
413.35,31.55777777777778
415.025,31.165185185185187
416.7,30.765185185185185
418.375,30.565185185185186
420.05,30.157777777777778
421.725,30.20962962962963
423.4,29.23925925925926
425.075,29.424444444444447
426.75,29.505925925925926
428.425,29.23925925925926
430.1,28.920740740740744
431.775,28.98
433.45,28.683703703703706
435.125,29.105925925925927
436.8,28.542962962962964
438.475,28.254074074074076
440.15,28.23925925925926
441.825,27.86888888888889
443.5,28.305925925925926
445.175,28.402222222222225
446.85,28.157777777777778
448.525,28.454074074074075
450.2,28.417037037037037
451.875,28.261481481481482
453.55,28.217037037037038
455.225,28.172592592592594
456.9,27.913333333333334
458.575,27.661481481481484
460.25,27.231851851851854
461.925,27.142962962962965
463.6,26.86888888888889
465.275,26.913333333333334
466.95,25.86888888888889
468.625,25.861481481481484
470.3,24.765185185185185
471.975,23.80962962962963
473.65,22.905925925925928
475.325,22.965185185185188
477.0,22.394814814814815
478.675,22.15037037037037
480.35,21.217037037037038
482.025,21.49851851851852
483.7,20.172592592592594
485.375,19.72814814814815
487.05,17.942962962962966
488.725,17.905925925925928
490.4,17.46888888888889
492.075,17.194814814814816
493.75,16.802222222222223
495.425,16.765185185185185
497.1,15.89851851851852
498.775,16.194814814814816
500.45,15.239259259259258
502.125,15.55037037037037
503.8,14.742962962962963
505.475,15.068888888888889
507.15,15.068888888888889
508.825,15.202222222222222
510.5,15.802222222222222
512.175,17.09851851851852
513.85,18.92814814814815
515.525,22.09851851851852
517.2,25.23925925925926
518.875,28.965185185185188
520.55,32.57259259259259
522.225,36.63185185185185
523.9,41.135555555555555
525.575,46.21703703703704
527.25,50.276296296296294
528.925,54.24666666666666
530.6,56.913333333333334
532.275,59.535555555555554
533.95,60.705925925925925
535.625,61.95777777777778
537.3,62.29851851851851
538.975,63.09851851851852
540.65,63.794814814814806
542.325,62.66888888888889
544.0,62.00962962962963
545.675,60.80222222222222
547.35,59.97259259259259
549.025,58.66888888888889
550.7,56.083703703703705
552.375,54.06148148148148
554.05,51.135555555555555
555.725,46.8837037037037
557.4,41.67629629629629
559.075,35.876296296296296
560.75,29.046666666666667
562.425,23.765185185185185
564.1,19.18
565.775,15.002222222222223
567.45,12.757777777777777
569.125,10.572592592592592
570.8,8.528148148148148
572.475,7.676296296296296
574.15,7.38
575.825,7.513333333333333
577.5,7.854074074074074
579.175,8.424444444444443
580.85,9.713333333333333
582.525,10.268888888888888
584.2,11.135555555555555
585.875,12.194814814814814
587.55,12.883703703703704
589.225,13.905925925925926
590.9,14.69111111111111
592.575,15.394814814814815
594.25,16.105925925925927
595.925,17.24666666666667
597.6,17.95777777777778
599.275,18.24666666666667
600.95,19.002222222222223
602.625,19.631851851851852
604.3,20.72814814814815
605.975,21.72814814814815
607.65,22.824444444444445
609.325,24.75777777777778
611.0,26.365185185185187
612.675,29.691111111111113
614.35,32.26888888888889
616.025,35.15037037037037
617.7,37.60962962962963
619.375,38.90592592592592
621.05,41.16518518518518
622.725,42.38740740740741
624.4,43.15037037037037
626.075,44.068888888888885
627.75,44.394814814814815
629.425,44.157777777777774
631.1,44.21703703703704
632.775,44.32074074074074
634.45,44.965185185185184
636.125,45.46148148148148
637.8,45.38740740740741
639.475,44.45407407407407
641.15,43.40962962962963
642.825,41.43185185185185
644.5,39.068888888888885
646.175,38.00962962962963
647.85,35.36518518518518
649.525,31.957777777777782
651.2,28.750370370370373
652.875,24.824444444444445
654.55,21.06888888888889
656.225,17.38740740740741
657.9,14.66148148148148
659.575,11.913333333333332
661.25,10.187407407407408
662.925,9.083703703703703
664.6,8.076296296296295
666.275,7.031851851851852
667.95,6.505925925925926
669.625,5.542962962962963
671.3,5.002222222222222
672.975,4.187407407407407
674.65,3.6614814814814816
676.325,2.928148148148148
678.0,2.535555555555556
679.675,1.728148148148148
681.35,1.7874074074074073
683.025,1.505925925925926
684.7,1.3725925925925926
686.375,1.18
688.05,0.8985185185185185
689.725,0.817037037037037
691.4,0.09111111111111109
693.075,0.28370370370370374
694.75,0.14296296296296296
696.425,0.18
698.1,0.15777777777777774
699.775,0.29851851851851846
701.45,0.12814814814814812
703.125,0.03185185185185185
704.8,0.34296296296296297
706.475,0.3577777777777778
708.15,0.617037037037037
709.825,0.7281481481481482
711.5,0.98
713.175,0.905925925925926
714.85,0.942962962962963
716.525,0.9651851851851851
718.2,1.1281481481481481
719.875,1.1281481481481481
721.55,1.0466666666666666
723.225,1.105925925925926
724.9,1.1207407407407408
726.575,1.1725925925925926
728.25,1.1577777777777778
729.925,1.0985185185185184
731.6,1.1133333333333333
733.275,1.0837037037037038
734.95,1.2022222222222223
736.625,1.0985185185185184
738.3,1.1133333333333333
739.975,1.0540740740740742
741.65,1.0837037037037038
743.325,1.0837037037037038
745.0,1.142962962962963
746.675,1.1133333333333333
748.35,1.0837037037037038
750.025,1.1355555555555557
751.7,1.105925925925926
753.375,1.0762962962962963
755.05,1.1651851851851853
756.725,1.2022222222222223
758.4,1.1651851851851853
760.075,1.0837037037037038
